Tanggal,Tn,Tx,Tavg,RH_avg,RR,ff_avg
2019-05-12,27,34.2,29.9,76,0,1
2019-05-13,27,34.2,30,72,0,1
2019-05-14,28,34.8,30.3,72,0,2
2019-05-15,26,34.4,30.4,74,0,2
2019-05-16,25,32.8,29.1,77,0,1
2019-05-17,26,32.4,28.7,80,1.2,1
2019-05-18,26,32.4,29.1,77,2.3,1
2019-05-19,27,33.4,29.6,70,0,2
2019-05-20,27,34.4,30.3,72,0,2
2019-05-21,28,34.2,30.3,71,0,1
2019-05-22,27,33.8,29.8,69,0,2
2019-05-23,27,35,30.5,68,0,2
2019-05-24,27,34.6,30.2,66,0,1
2019-05-25,27,34,29.6,71,0,1
2019-05-26,27,33.8,29.8,70,0,1
2019-05-27,27,34.8,30.6,69,0,2
2019-05-28,27,34.4,30.3,68,0,2
2019-05-29,28,34.4,30.1,72,0,2
2019-05-30,27,33.8,29.5,73,0,1
2019-05-31,26,34.8,30.6,66,0,1
2019-06-01,27,33.2,29.4,72,0,1
2019-06-02,27,32.6,29.5,74,0,2
2019-06-03,27,32.8,28.6,71,0,1
2019-06-04,26,33.6,29.6,71,0,2
2019-06-05,26,34.2,29.5,74,0,1
2019-06-06,27,34,30,75,0,2
2019-06-07,27,32.4,29.3,73,0,1
2019-06-08,24,33.2,29.1,79,18.1,2
2019-06-09,25,32.8,29.1,76,0,1
2019-06-10,26,33.6,29.1,70,0,1
2019-06-11,26,33.8,29.7,74,0,1
2019-06-12,27,33.4,29.7,74,0,1
2019-06-13,28,32.4,29.8,75,0,1
2019-06-14,26,31.6,28.6,78,0,1
2019-06-15,26,32.4,29.2,77,5,1
2019-06-16,27,33.6,29.5,74,0,2
2019-06-17,25,33.2,29.3,72,0,1
2019-06-18,25,33.4,28.8,70,0,1
2019-06-19,25,34.4,29.5,72,0,1
2019-06-20,27,34.4,29.6,66,0,1
2019-06-21,26,33.2,28.6,72,0,1
2019-06-22,26,32.2,28.5,71,0,1
2019-06-23,26,32.4,28.9,72,0,2
2019-06-24,25,33.4,29.2,69,0,1
2019-06-25,25,34.2,29.1,67,0,2
2019-06-26,26,33.6,29.1,67,0,1
2019-06-27,25,33.2,28.4,72,0,1
2019-06-28,26,33.4,29.1,69,0,1
2019-06-29,25,33.4,28.7,66,0,1
2019-06-30,26,33.6,28.8,65,0,1
2019-07-01,26,33.4,28.7,70,0,1
2019-07-02,25,33,28.7,68,0,1
2019-07-03,26,33.4,28.8,72,0,1
2019-07-04,26,32.4,29,75,0,1
2019-07-05,25,33,29.5,70,0,1
2019-07-06,25,33.6,29.3,72,0,1
2019-07-07,27,33.2,29.2,72,0,2
2019-07-08,26,33.8,29,72,0,2
2019-07-09,26,33.2,28.7,75,0,1
2019-07-10,25,32.4,27.9,76,0,2
2019-07-11,25,32.8,28.4,68,0,1
2019-07-12,26,33.4,29.4,61,0,1
2019-07-13,26,32.4,28.3,70,0,2
2019-07-14,26,31.4,28.2,68,0,1
2019-07-15,24,31.6,27.4,66,0,1
2019-07-16,25,32.2,28.1,64,0,1
2019-07-17,24,32.4,27.4,64,0,1
2019-07-18,24,33.4,28.1,62,0,1
2019-07-19,25,34,29.9,62,0,1
2019-07-20,27,32.8,29.8,68,0,2
2019-07-21,27,33.4,29.2,68,0,1
2019-07-22,27,32.2,29.3,72,0,1
2019-07-23,26,33.6,29,59,0,2
2019-07-24,26,33,29.3,60,0,1
2019-07-25,25,32.4,28.5,68,0,2
2019-07-26,25,32.6,28.2,70,0,2
2019-07-27,26,32.4,28.2,72,0,1
2019-07-28,25,31.8,28.7,71,0,1
2019-07-29,27,31.4,28.6,74,0,1
2019-07-30,26,32.6,28.5,69,0,1
2019-07-31,25,34,28.8,65,0,1
2019-08-01,25,33.2,28.1,66,0,2
2019-08-02,25,32.4,28.4,70,0,2
2019-08-03,25,32.2,28.3,70,0,1
2019-08-04,25,33.4,28.1,62,0,1
2019-08-05,25,31.8,28,68,0,2
2019-08-06,24,31.2,26.6,60,0,1
2019-08-07,24,33.2,27.8,61,0,1
2019-08-08,25,31.8,27.7,63,0,1
2019-08-09,24,31.8,27.5,72,0,2
2019-08-10,25,32,27.9,70,0,1
2019-08-11,25,32.4,27.9,71,0,2
2019-08-12,26,33.4,28.6,66,0,1
2019-08-13,25,33.4,29,70,0,2
2019-08-14,26,32.4,28.6,73,0,2
2019-08-15,26,32,28.6,74,0,2
2019-08-16,27,32,28.6,71,0,1
2019-08-17,27,32.4,28.9,72,0,2
2019-08-18,25,33.4,28.2,66,0,1
2019-08-19,25,31.6,27.5,70,0,1
2019-08-20,25,32.6,28.3,62,0,1
2019-08-21,26,33.6,29.4,63,0,2
2019-08-22,26,32,28.8,70,0,1
2019-08-23,26,31.4,28.3,72,0,2
2019-08-24,25,31.8,28,69,0,1
2019-08-25,26,31.6,28,68,0,1
2019-08-26,26,32.2,28.4,70,0,2
2019-08-27,26,32,28.6,74,0,1
2019-08-28,27,32.5,28.7,76,0,1
2019-08-29,25,33.6,28.9,70,0,1
2019-08-30,25,33.4,29.2,69,0,2
2019-08-31,25,32.6,27.7,69,0,1
2019-09-01,25,32.5,28.1,72,0,1
2019-09-02,25,32.6,28.3,73,0,2
2019-09-03,26,33.2,29,71,0,1
2019-09-04,25,31.8,28.8,71,0,2
2019-09-05,25,31.8,28.8,72,0,2
2019-09-06,25,32,28,70,0,1
2019-09-07,26,33,28.5,69,0,1
2019-09-08,26,33,28.9,65,0,1
2019-09-09,25,32,28.5,70,0,1
2019-09-10,26,35,29.8,57,8888,2
2019-09-11,25,34.6,28.6,66,0,1
2019-09-12,25,32.8,28.4,62,0,1
2019-09-13,25,32,28.2,64,0,1
2019-09-14,24,31.6,27,67,0,1
2019-09-15,24,32.6,27.9,70,0,1
2019-09-16,26,32.8,28.9,68,0,1
2019-09-17,25,33,29.5,67,0,2
2019-09-18,25,33.4,28.4,78,0,2
2019-09-19,26,33.6,29.6,71,0,2
2019-09-20,26,33.4,28.9,67,0,1
2019-09-21,26,33,29.1,64,0,1
2019-09-22,25,32,28.5,70,0,1
2019-09-23,26,33.2,29,70,0,2
2019-09-24,26,33.8,29.7,66,0,1
2019-09-25,25,32.2,28.8,72,0,2
2019-09-26,27,35,29.9,70,0,1
2019-09-27,27,33.6,29.9,68,0,2
2019-09-28,27,32.4,29.4,71,0,1
2019-09-29,27,32.4,29.1,72,0,1
2019-09-30,27,34,29.6,67,0,1
2019-10-01,26,32.4,28.6,70,0,1
2019-10-02,26,32.8,29.3,70,0,1
2019-10-03,27,32.2,29.3,71,0,2
2019-10-04,27,34.2,29.8,66,0,2
2019-10-05,26,35,29.7,61,0,1
2019-10-06,27,34,29.6,61,0,1
2019-10-07,25,34.2,29.9,59,0,2
2019-10-08,27,32.6,29.3,68,0,2
2019-10-09,26,32.8,29,73,1,1
2019-10-10,25,32.4,28.8,75,0,2
2019-10-11,27,33.6,29.8,66,0,1
2019-10-12,25,32.4,29.4,70,0,2
2019-10-13,26,32.4,29,70,0,2
2019-10-14,27,32.8,29.3,72,0,1
2019-10-15,27,31.8,29.5,70,0,1
2019-10-16,26,32.8,29.4,67,0,1
2019-10-17,26,32.2,29.6,71,0,1
2019-10-18,27,32.2,29.4,71,0,1
2019-10-19,27,33,30,71,0,1
2019-10-20,27,34,29.5,70,0,1
2019-10-21,26,34.8,30.7,65,0,1
2019-10-22,26,34.6,30.3,66,0,1
2019-10-23,27,34,30.4,64,0,1
2019-10-24,27,33.6,29.9,68,0,1
2019-10-25,27,33.8,30.2,71,0,2
2019-10-26,27,33.8,29.5,72,0,2
2019-10-27,27,32,29.3,74,0,1
2019-10-28,27,32.4,29.3,73,0,1
2019-10-29,26,32.6,29.3,73,0,1
2019-10-30,26,33,29.2,70,0,2
2019-10-31,27,32.6,29.7,68,0,2
2019-11-01,27,34.4,28.3,75,0,2
2019-11-02,25,33.4,28.9,68,1,1
2019-11-03,25,32.8,29.1,70,0.2,1
2019-11-04,27,33.8,29.6,68,0,2
2019-11-05,27,33.4,29.7,69,1.6,1
2019-11-06,25,33.6,29.2,74,33,2
2019-11-07,25,33,28.7,69,0,1
2019-11-08,26,32.8,28.8,68,0,2
2019-11-09,26,34.2,29.8,65,0,2
2019-11-10,26,32.8,29.4,72,0,1
2019-11-11,27,33.6,30.1,63,0,1
2019-11-12,26,33,29.9,71,0,1
2019-11-13,27,34.4,30.1,70,8888,1
2019-11-14,28,30.6,28.5,77,0,1
2019-11-15,26,34.6,29.9,70,1,2
2019-11-16,27,34,30.4,66,0,1
2019-11-17,27,33.8,30.3,62,0,1
2019-11-18,25,34.2,29.7,71,0,1
2019-11-19,27,33,29.7,70,0,1
2019-11-20,25,33.4,29.8,70,0,2
2019-11-21,27,32.4,28.8,77,0,2
2019-11-22,27,32.4,29.6,74,0,1
2019-11-23,27,32.6,29.8,73,0,1
2019-11-24,27,33.4,29.9,71,0,1
2019-11-25,27,32.8,29.4,77,1.6,1
2019-11-26,27,32.8,29.9,76,8888,1
2019-11-27,28,32.4,30.1,73,0,2
2019-11-28,27,33.8,30.2,74,0,2
2019-11-29,27,33,29.7,73,1.8,1
2019-11-30,25,32.4,29.2,74,9.9,1
2019-12-01,26,33.8,29.9,76,8.5,1
2019-12-02,27,33.8,30.1,73,8.6,2
2019-12-03,27,33.4,30,72,0,2
2019-12-04,26,33,29.9,76,0,2
2019-12-05,25,32,29.1,78,16.5,2
2019-12-06,27,31,28.7,82,22.5,1
2019-12-07,25,32.4,27.8,81,1.5,2
2019-12-08,26,31.6,28.6,81,8888,2
2019-12-09,27,33,29.4,75,0,2
2019-12-10,27,30.6,28.5,77,0,1
2019-12-11,26,33,28.1,77,0,2
2019-12-12,25,29.6,27.2,83,8888,1
2019-12-13,26,31.8,28.6,78,0.8,2
2019-12-14,26,32,29,73,0,2
2019-12-15,27,32,29.4,74,0,1
2019-12-16,27,31.6,28.8,80,0,1
2019-12-17,25,31.8,26.9,87,4.2,1
2019-12-18,25,33.2,28.8,78,40,1
2019-12-19,26,32.6,28.7,80,0,1
2019-12-20,26,33,29.2,70,0,1
2019-12-21,25,32.2,29.3,72,0,2
2019-12-22,25,32.4,27.5,86,24.5,1
2019-12-23,25,32.8,28.2,82,4.8,2
2019-12-24,25,32.6,28.7,74,16,1
2019-12-25,25,29.8,26.3,92,38,0
2019-12-26,25,31.6,27.9,82,27.4,1
2019-12-27,26,31.6,27.3,85,3,1
2019-12-28,25,30.2,26.9,86,36.5,2
2019-12-29,25,30.2,27.5,84,10.2,1
2019-12-30,25,32.6,28.9,75,0.8,2
2019-12-31,26,31.2,27.6,83,0,2
2020-01-01,25,28.8,26.8,90,145.3,1
2020-01-02,25,30.8,27.6,80,58.8,2
2020-01-03,25.4,31,28.5,77,0,2
2020-01-04,25.6,31.2,28.3,82,2.5,2
2020-01-05,26.8,29.6,27.9,85,0.2,1
2020-01-06,25,30,27,87,18.2,1
2020-01-07,25.2,30,26.9,89,15,1
2020-01-08,25,30.8,28.2,80,2.8,1
2020-01-09,25,31,27.7,85,28.7,2
2020-01-10,24.4,29.2,25.9,90,23.6,1
2020-01-11,24.6,30,26.5,87,20.4,2
2020-01-12,25.2,31.4,27.9,80,4.3,1
2020-01-13,25.4,30.6,27.5,82,1.5,1
2020-01-14,26,32,28.5,80,0.5,3
2020-01-15,25.6,31,27.9,82,33.8,1
2020-01-16,25.6,31,28.2,83,0,2
2020-01-17,26.4,32,28.4,82,8888,2
2020-01-18,24,30.6,27.5,81,78.5,1
2020-01-19,25,32,28.1,78,3.8,1
2020-01-20,25.8,30.4,28.4,83,0,2
2020-01-21,26.4,31.2,28.6,82,2.4,1
2020-01-22,26.8,34.4,29,80,0.3,1
2020-01-23,25.4,33.8,28.3,83,74,1
2020-01-24,26,27.4,26.8,92,7.8,0
2020-01-25,25.8,29.6,27.1,89,123.7,1
2020-01-26,25.8,31.6,28.2,84,7.4,2
2020-01-27,25.8,31.6,28.3,80,12.3,1
2020-01-28,25.8,31.8,29,76,4.2,2
2020-01-29,27.2,32.4,29.5,80,0,3
2020-01-30,24.4,31,27.4,82,22,1
2020-01-31,25,30,28.3,84,0,2
2020-02-01,24.8,27.6,26.1,92,48.5,1
2020-02-02,24.6,30.2,26.8,88,128.9,1
2020-02-03,24.6,29,27,87,16.6,1
2020-02-04,24.8,29,27,86,20.9,2
2020-02-05,26,29.6,27.8,84,0.5,0
2020-02-06,25.4,28.8,26.7,89,6.6,1
2020-02-07,25.8,29.8,26.6,90,0.6,2
2020-02-08,24,30.4,26.7,86,125.2,1
2020-02-09,24,31,26.4,85,9,1
2020-02-10,24.4,34.6,29.1,76,18.6,2
2020-02-11,26,34.4,29.9,72,0,2
2020-02-12,27,33.6,29.5,74,0,1
2020-02-13,26,31.8,28.6,77,0,1
2020-02-14,0,29.8,27.6,84,0,1
2020-02-15,26,31.8,28.3,83,4.7,1
2020-02-16,26,31.4,27.4,85,0,2
2020-02-17,25.4,32,27.4,0,26.5,1
2020-02-18,25,30.2,27.6,84,7.2,1
2020-02-19,25.2,29.8,27.5,83,17.7,2
2020-02-20,24.8,30.8,27.1,87,31,2
2020-02-21,24.8,31.8,28,82,57,2
2020-02-22,24.6,31.2,28.1,84,56.8,2
2020-02-23,25.6,31,28.3,84,125.7,3
2020-02-24,26.4,31,28.6,81,6.6,2
2020-02-25,24.6,29.8,27.1,88,277.5,1
2020-02-26,25,31.4,28.6,80,3,1
2020-02-27,25.4,30.6,28.6,0,22,2
2020-02-28,25,31,27.4,88,31.5,2
2020-02-29,25.2,28.6,27.3,91,0.6,1
2020-03-01,25.6,31.8,27.7,89,12,2
2020-03-02,25,31.8,28.7,81,63.6,2
2020-03-03,26,31.6,28.8,79,8888,2
2020-03-04,26.8,31,28.5,82,8888,1
2020-03-05,0,31,28,79,19.6,1
2020-03-06,25,32,28.8,78,2,2
2020-03-07,25.2,33,28.8,73,0,2
2020-03-08,26.4,32.2,28.6,77,0,2
2020-03-09,26,33.2,29.7,71,8888,3
2020-03-10,27,34.6,30.1,71,0,2
2020-03-11,26,33,29.6,78,0,2
2020-03-12,25.6,30.6,27.6,85,7.7,1
2020-03-13,0,31.6,28.5,76,29.2,1
2020-03-14,26.4,33.5,29.4,79,0,2
2020-03-15,25,33,29.3,80,2,2
2020-03-16,26.8,33,28.9,77,3.6,1
2020-03-17,25.2,32.6,28.9,78,4.8,2
2020-03-18,25.8,29,27.6,86,0.4,1
2020-03-19,25.8,31.4,28.1,83,0.2,2
2020-03-20,25.2,31.2,27.4,82,16,1
2020-03-21,0,32.4,28.1,81,10.8,1
2020-03-22,25,31.2,27.2,84,17.6,1
2020-03-23,25,31.8,28.2,81,22.5,1
2020-03-24,26.4,32.2,28.8,78,0.4,2
2020-03-25,25.6,32.4,28.4,81,0.3,1
2020-03-26,25.8,31.8,28.8,78,0,1
2020-03-27,26.4,31.6,28.7,81,0.9,1
2020-03-28,26,32,29,81,0,1
2020-03-29,27.2,33,29.4,78,0,1
2020-03-30,26.6,31.8,27.7,84,0,1
2020-03-31,26,34.4,28.1,84,7.1,2
2020-04-01,25.2,31.8,28.1,80,21.5,1
2020-04-02,25.6,33.8,29.8,73,0,2
2020-04-03,27,33.6,29.3,77,0.1,1
2020-04-04,26,32,28.9,81,5.5,1
2020-04-05,27,32,28.5,79,8888,1
2020-04-06,26.8,32.6,27.3,86,0,1
2020-04-07,25.6,32.6,28.6,77,30.6,1
2020-04-08,26,32,28.8,78,0,3
2020-04-09,27,31,28.9,81,0.3,1
2020-04-10,26.4,32.2,28.3,83,8888,1
2020-04-11,26,34.2,29.4,78,13.8,2
2020-04-12,26.4,32.6,29.6,77,0,2
2020-04-13,25.8,32,27.7,90,14.5,1
2020-04-14,25.6,32,28,85,72,2
2020-04-15,25.8,31.4,28.1,86,5.4,2
2020-04-16,26,32.4,29,80,0,1
2020-04-17,26.6,33,29.7,76,0,1
2020-04-18,26.2,32.6,28.7,77,0,1
2020-04-19,26.4,34,29.6,76,0,2
2020-04-20,27,33.6,30,78,0,2
2020-04-21,28,32.6,30,76,0,1
2020-04-22,26,34.8,30.4,70,0,1
2020-04-23,27.4,34.8,30.8,73,0,2
2020-04-24,27,33,29.3,77,0,1
2020-04-25,26.4,32.6,29.1,74,0,1
2020-04-26,26.4,33.4,29.4,77,0,2
2020-04-27,25,32,27.7,84,13.5,1
2020-04-28,25.8,31.2,27.8,82,1.2,1
2020-04-29,25.6,32.2,28.3,78,4.4,1
2020-04-30,0,31.8,28.6,82,0,1
2020-05-01,26.4,31.6,28.8,80,0,2
2020-05-02,25.6,30,27.1,85,8888,1
2020-05-03,25.4,33.4,29.3,76,1,1
2020-05-04,0,30.6,28.7,79,0,1
2020-05-05,26.6,33.8,29.6,76,1.6,2
2020-05-06,27,33.4,29.6,79,0,1
2020-05-07,27.2,34.2,30.2,72,0.2,1
2020-05-08,27.2,33.8,30.2,73,0,1
2020-05-09,27,33.8,28.4,82,0,1
2020-05-10,26,32.6,28.8,81,1,2
2020-05-11,27,32.6,29.3,78,0,1
2020-05-12,27.2,34.4,30.3,75,0,1
2020-05-13,27.4,33.6,29.9,79,3.8,1
2020-05-14,26.6,34.2,29.4,76,0,2
2020-05-15,27.4,33,30,70,0,1
2020-05-16,26,34.6,30.2,70,0,1
2020-05-17,27.2,33.6,29.9,75,0,2
2020-05-18,27,31.4,28.2,84,0,1
2020-05-19,25.2,33,28.7,76,12.8,1
2020-05-20,0,34,29.7,75,0,2
2020-05-21,24.8,33.4,28.9,80,29,1
2020-05-22,26,33,29.7,81,0,2
2020-05-23,26.6,33.8,29.6,73,0,1
2020-05-24,26,35.6,31.2,65,0,1
2020-05-25,27.6,35,30.4,72,0,1
2020-05-26,26.2,34,29.9,73,1,2
2020-05-27,27,33,29.5,74,0,1
2020-05-28,26.2,33.2,29.8,76,0,1
2020-05-29,27.4,34,29.6,78,0,1
2020-05-30,0,34.2,29.6,76,0,1
2020-05-31,27,33,29.4,73,0,1
2020-06-01,26.2,33.4,30.3,73,0.6,2
2020-06-02,26.6,34,29.6,74,0,2
2020-06-03,26,33.2,28.7,80,4.5,2
2020-06-04,26.8,33,29.5,72,0,1
2020-06-05,26.2,32.6,29.7,74,0,1
2020-06-06,26.4,32.2,28.9,76,0.2,1
2020-06-07,26,33.6,29.9,71,0,1
2020-06-08,26.4,33.2,29.5,75,0,1
2020-06-09,27.2,31.4,28.7,80,0,1
2020-06-10,26.6,34,29.4,78,8888,2
2020-06-11,27.2,33.6,29.8,75,0,2
2020-06-12,24.6,33.6,29.8,0,3.5,2
2020-06-13,25.6,33,29.4,74,0,2
2020-06-14,26.6,34.8,30.3,72,0,1
2020-06-15,27,33,30.1,76,0,1
2020-06-16,27.6,33,30,73,0,1
2020-06-17,26.4,35,30.3,69,0,1
2020-06-18,27.4,33.8,29.9,74,0,1
2020-06-19,26,32,29.3,75,0,1
2020-06-20,26.2,34.2,29.3,74,5.8,1
2020-06-21,26.4,32.6,28.9,77,0,1
2020-06-22,26,31.6,28.8,77,0,1
2020-06-23,24.4,32.8,28,80,6.5,1
2020-06-24,25.2,33,28.7,73,0,1
2020-06-25,26.2,33.4,29.6,70,0,1
2020-06-26,26.4,32.6,28.9,78,0,1
2020-06-27,26,33.6,29.3,75,0,2
2020-06-28,27,33.2,29.5,71,0,2
2020-06-29,27,34.2,29.8,68,0,2
2020-06-30,26.6,33.6,29.7,72,0,1
2020-07-01,26.6,34.2,29.8,70,0,1
2020-07-02,26.4,31,27.3,81,0,1
2020-07-03,0,32,28.5,74,0,1
2020-07-04,0,32.6,29.1,73,0,1
2020-07-05,25,32.4,28.5,69,0,1
2020-07-06,25.8,33,29,66,0,1
2020-07-07,24.2,33.2,28.3,75,0,1
2020-07-08,25.4,32.2,29,73,0,2
2020-07-09,25,32,27.8,77,0,2
2020-07-10,25.2,32,27.7,79,9,1
2020-07-11,25.4,32.6,28.3,80,1.9,1
2020-07-12,26,31.8,28.8,77,0,1
2020-07-13,26,32.4,29.1,72,0,2
2020-07-14,27.2,32.6,29.4,74,0,1
2020-07-15,25.4,30,27.3,82,0,3
2020-07-16,25.6,31,28.4,79,0.2,2
2020-07-17,25,33,28.6,77,1,2
2020-07-18,26,32.6,28.8,74,0,1
2020-07-19,26,32.6,29,73,0,1
2020-07-20,26.4,32.6,29.2,74,0,1
2020-07-21,27,32.2,28.9,74,0,2
2020-07-22,27,33,29.4,72,0,2
2020-07-23,27.2,33,29.4,70,0,2
2020-07-24,26.2,33.4,29.2,71,0,1
2020-07-25,25,32.4,28.7,72,0,1
2020-07-26,25.8,32.8,28.4,64,0,2
2020-07-27,25,33.2,28.4,65,0,1
2020-07-28,25.2,33.2,28.4,68,0,2
2020-07-29,24.6,33,28.3,67,0,2
2020-07-30,26,31.4,28.2,70,0,1
2020-07-31,25.2,32.2,28,60,0,1
2020-08-01,24.6,32.2,27.7,69,0,1
2020-08-02,24,31.8,28.2,69,0,2
2020-08-03,26,34,29.5,69,0,2
2020-08-04,27.6,32.8,29.5,70,0,2
2020-08-05,0,31.4,28.5,73,0,1
2020-08-06,25,33,29.1,73,0,1
2020-08-07,26.6,32,28.8,77,0,1
2020-08-08,0,32,29.3,75,0,1
2020-08-09,25.8,32.2,28.6,80,32,2
2020-08-10,26,33.4,29,78,0.5,2
2020-08-11,27,33,29.2,74,0,1
2020-08-12,27,32.8,29,74,8888,2
2020-08-13,27.2,30.4,27.1,83,0,1
2020-08-14,24.2,31.4,27.5,82,68.3,1
2020-08-15,25.4,32.4,28.5,79,0,1
2020-08-16,26.2,33.4,29.1,75,0,1
2020-08-17,26.4,33.6,29.4,71,0,1
2020-08-18,26,32.2,28.3,77,0.2,1
2020-08-19,25.8,33.8,29,75,0,1
2020-08-20,26.2,32.6,29.3,75,0,2
2020-08-21,26,33,29,68,0,2
2020-08-22,25.4,34,29,64,0,1
2020-08-23,26,34.8,29.5,66,0,2
2020-08-24,27,33.8,29.5,68,0,2
2020-08-25,25.6,34,29,64,0,1
2020-08-26,26,33.8,29.1,67,0,1
2020-08-27,25.8,34,29,64,0,2
2020-08-28,26.2,34.4,29.3,64,0,1
2020-08-29,26.4,34.4,29.9,64,0,1
2020-08-30,26.4,33.8,29.2,68,0,2
2020-08-31,26.8,33,29.3,68,0,1
2020-09-01,26.6,35,29.9,61,0,1
2020-09-02,25,32.2,29.1,70,0,2
2020-09-03,26.2,32.6,28.9,71,1.4,1
2020-09-04,27.2,34.8,30.2,68,0,2
2020-09-05,26.8,32.4,29.6,74,0,1
2020-09-06,26.4,32.6,29,71,0,1
2020-09-07,26.8,34,29.7,66,0,2
2020-09-08,27.4,33.6,30,64,0,1
2020-09-09,27.8,34,30.3,62,0,2
2020-09-10,26,33,29.5,71,0,2
2020-09-11,27,32.4,29.3,70,0,1
2020-09-12,27,33,29.2,72,0,1
2020-09-13,26.8,33.6,29.2,67,0,2
2020-09-14,27,32,28.9,71,8888,4
2020-09-28,25.6,34.4,29.4,70,2.5,2
2020-09-29,26.6,32.8,29.7,64,0,2
2020-09-30,26.6,34.8,30.3,64,0,2
2020-10-01,26,34.6,30.3,70,0,2
2020-10-02,27.6,33.2,29.4,72,0,2
