Tanggal,Tn,Tx,Tavg,RH_avg,RR,ff_avg
2020-10-03,27,30.8,27.8,78,0,1
2020-10-04,25,32.4,28.4,74,12.5,3
2020-10-05,24.2,33,28.8,68,17.3,2
2020-10-06,25.8,33,28.8,67,0,1
2020-10-07,25.8,33.6,29.7,68,0,1
2020-10-08,25,32.4,29.3,71,0,2
2020-10-09,25,31.6,28.7,77,8,2
2020-10-10,26.6,32.2,28.8,75,0,1
2020-10-11,25.6,32,28.5,77,6.6,1
2020-10-12,25.6,33.2,29.7,68,0,1
2020-10-13,26.6,32.6,29.5,70,0,2
2020-10-14,27.4,33.2,29.8,70,0,2
2020-10-15,27.2,33.6,30,67,0,1
2020-10-16,27,33.6,28.4,75,0,1
2020-10-17,24.4,32,28.7,75,48.5,2
2020-10-18,26.6,32.2,28.8,75,0,1
2020-10-19,26.8,32.6,28.6,79,0,2
2020-10-20,25,32.8,28.6,78,10.5,2
2020-10-21,25.4,32,27.3,82,24.6,2
2020-10-22,24,33,28.8,76,57.6,2
2020-10-23,26.4,33.6,29.8,68,0,1
2020-10-24,26.4,32.6,29.2,72,0,2
2020-10-25,25.6,32,28.2,78,0,1
2020-10-26,26,32.2,27.4,82,0.8,1
2020-10-27,25.2,31,27,82,5.4,2
2020-10-28,24.6,32.2,28.3,80,15,2
2020-10-29,25.6,33.4,29.4,74,1.5,1
2020-10-30,27,32.4,29.1,76,0,1
2020-10-31,26.1,32.6,28.1,77,0,2
2020-11-01,25,32.8,27.7,81,5.5,2
2020-11-02,25.8,32.4,28.6,75,7,2
2020-11-03,26.2,32.2,28.8,74,0,1
2020-11-04,26.4,32.6,28.6,74,8888,2
2020-11-05,25,29.8,27.3,83,3,1
2020-11-06,25.6,31.4,27.7,86,5,1
2020-11-07,25.4,33.4,28.9,80,10,1
2020-11-08,25.8,31.6,27.8,80,0,2
2020-11-09,25,33.8,29.1,71,1,1
2020-11-10,26.4,32.2,29.5,77,0,2
2020-11-11,26.8,33,29.9,72,0,1
2020-11-12,27,34.4,29.8,74,3.6,2
2020-11-13,25.6,33.4,30.4,76,0,1
2020-11-14,27.4,33.4,30.5,71,0,2
2020-11-15,27.6,34.6,30.7,68,0,1
2020-11-16,27.6,35,29.7,74,0,2
2020-11-17,26,32.2,29.3,78,0,2
2020-11-18,26.6,32.8,29.3,76,0,1
2020-11-19,26.8,33.2,30.2,72,8888,1
2020-11-20,28,32.6,29.7,77,0,1
2020-11-21,26.6,32.4,29.2,76,8888,1
2020-11-22,26.8,31.8,28.5,77,0,1
2020-11-23,0,30.6,28,81,0,1
2020-11-24,25.6,34.4,28.1,77,1,1
2020-11-25,25.4,33.8,28.3,78,15,1
2020-11-26,25.6,32.6,28.7,77,26,1
2020-11-27,26.2,35.2,29.4,70,0,2
2020-11-28,25,32.6,28.5,79,9,1
2020-11-29,26,32.8,28.4,74,0.2,4
2020-11-30,25.2,32,27.8,76,1,2
2020-12-01,26.2,34,29.4,70,8888,2
2020-12-02,0,33.8,29.4,70,0,2
2020-12-03,24.4,30.4,26.9,79,5,1
2020-12-04,24.4,32.4,27.8,80,1.4,1
2020-12-05,26,30.2,27.5,80,14.4,2
2020-12-06,25,28.6,26,90,32.5,3
2020-12-07,24.2,30.2,26.1,88,34.8,1
2020-12-08,24.4,32.2,28.4,78,7.2,2
2020-12-09,25.6,32.2,28.9,75,9.3,2
2020-12-10,25,32,27.8,80,0,2
2020-12-11,26,30.4,28.1,80,0.4,3
2020-12-12,25.4,32.2,27.7,78,4.8,2
2020-12-13,25.6,30.2,27,83,8888,1
2020-12-14,25,32.2,28,76,8888,2
2020-12-15,25.8,32.6,27.7,78,0,4
2020-12-16,25.4,32.2,28.1,76,9,2
2020-12-17,24.8,31.8,27.5,79,6,2
2020-12-18,25,31.8,28.3,74,0,1
2020-12-19,25.4,32.8,28.2,74,0,3
2020-12-20,25.8,30.8,27.2,81,8888,2
2020-12-21,24.8,29.6,27.4,76,4.2,2
2020-12-22,25.6,31.6,28.6,73,8888,2
2020-12-23,25.6,34.8,29.6,65,0,2
2020-12-24,26.4,33.4,28.9,68,0,2
2020-12-25,25.8,34.2,29.3,67,8888,1
2020-12-26,0,34.4,28.9,70,0.7,3
2020-12-27,25.6,32.4,29.4,70,8888,3
2020-12-28,26.4,33,29.1,70,0,3
2020-12-29,26.4,32,28.3,73,0,2
2020-12-30,25.6,32.6,28,75,0,2
2020-12-31,25.6,30.2,26.5,83,5,1
2021-01-01,25,30,27,80,13.8,1
2021-01-02,25,31.2,27.6,78,8888,2
2021-01-03,25,32.4,27.9,77,0,2
2021-01-04,25.6,32.6,28.8,75,9.4,2
2021-01-05,26.2,29.6,28.4,76,0,1
2021-01-06,24,30.6,27.2,85,8.2,1
2021-01-07,24,29.8,26.8,84,40.5,1
2021-01-08,25,30.2,27.1,85,2,2
2021-01-09,25.6,32,26.4,87,14.4,1
2021-01-10,24.6,31,27.1,82,34.3,1
2021-01-11,24.6,30.8,27.8,78,2,
2021-01-12,25,30,27.3,82,2,
2021-01-13,25.6,29,27.2,83,13.2,2
2021-01-14,26,29.4,27.4,81,0.2,2
2021-01-15,25,29.8,27.9,79,8888,2
2021-01-16,25.6,34.2,29.2,70,2,
2021-01-17,25.6,30.4,27.9,82,0,2
2021-01-18,26.2,28.8,26.8,86,1.8,2
2021-01-19,24,29.4,26.7,82,15.7,2
2021-01-20,24.8,29.8,27.3,80,14,3
2021-01-21,24.8,28.4,26.6,87,3.2,1
2021-01-22,25.6,29.4,27,79,8.5,1
2021-01-23,25.4,30.8,27.4,82,0,2
2021-01-24,24,27.6,25.1,94,16.5,1
2021-01-25,24,30.4,27.6,80,43.8,1
2021-01-26,31.8,27.4,83,0,2,
2021-01-27,23.4,30,25.9,86,7,2
2021-01-28,24,28.8,25.7,87,1.2,2
2021-01-29,24,29.4,26.2,87,38.4,1
2021-01-30,24.2,29.8,26.6,86,26.2,2
2021-01-31,24.2,29.2,26.6,87,20.5,1
2021-02-01,24.8,30.4,27.1,82,0.4,2
2021-02-02,25.4,29.8,27.4,83,16.4,2
2021-02-03,24.2,29.4,26.5,89,76.2,1
2021-02-04,24.2,29.8,26.5,87,18,3
2021-02-05,25,29.6,27,85,21,3
2021-02-06,24.6,30,28.2,80,39.4,2
2021-02-07,25.8,30.2,27.8,82,67.8,3
2021-02-08,25,30.2,28,83,9,2
2021-02-09,24.2,30.2,27.2,87,16.5,1
2021-02-10,25.4,30.8,28.1,80,1.4,2
2021-02-11,25.8,32,27.6,81,8888,2
2021-02-12,25.4,29.6,27.4,82,4.2,2
2021-02-13,25.2,31,27.9,79,0.8,2
2021-02-14,26,29.2,27.3,88,22.3,1
2021-02-15,25.2,30.6,27.4,86,11.8,2
2021-02-16,24.2,28.2,25.5,95,59,1
2021-02-17,23.8,29,26,85,72.8,1
2021-02-18,24.4,30,25.8,86,0,2
2021-02-19,24.5,29.4,26.6,82,94.1,2
2021-02-20,30,27.9,78,27,3,
2021-02-21,24.8,30.2,27.2,82,16.4,2
2021-02-22,25.4,30.4,27.9,78,0,2
2021-02-23,26.4,31,27.9,80,0,3
2021-02-24,24,32.4,27.3,77,0.3,2
2021-02-25,24.6,30,27.3,85,11.8,3
2021-02-26,24,29.6,26.8,86,13.9,1
2021-02-27,25,31.6,28.1,82,3.9,1
2021-02-28,26,34,29.5,70,2,
2021-03-01,26.2,33.4,29.3,72,0.2,3
2021-03-02,24.8,30.8,27.3,82,20.4,1
2021-03-03,24.6,31.4,27.7,82,35.2,1
2021-03-04,25,31.6,28.3,78,1.3,1
2021-03-05,25.4,31.6,27.4,82,3,2
2021-03-06,25.8,30.4,26.8,86,0.6,1
2021-03-07,24.2,30.6,27.1,85,67.2,2
2021-03-08,31.4,27,80,2,2,
2021-03-09,24.8,30.4,27.3,80,3.4,1
2021-03-10,25,30.6,27.4,83,40.6,2
2021-03-11,23,30.2,26,82,35.1,1
2021-03-12,23.4,29.6,27.4,83,1,2
2021-03-13,25.8,32.8,28.7,74,0.1,2
2021-03-14,25,30.8,26.9,79,2.6,1
2021-03-15,25,30.2,27.6,84,5.2,1
2021-03-16,25,32.2,27.8,82,1,
2021-03-17,24.8,32,28.1,76,13.6,2
2021-03-18,26.4,32,29,74,0,1
2021-03-19,27,31.6,28.9,76,0,2
2021-03-20,25,31.8,27.8,80,3,
2021-03-21,26,32.8,28.4,79,4,2
2021-03-22,26.2,32.8,29.3,73,2,
2021-03-23,26.8,33.8,29.1,75,0,2
2021-03-24,26.4,33.2,28.9,72,3,
2021-03-25,27,31.4,28.8,72,1,
2021-03-26,26,32.6,28.8,76,0,2
2021-03-27,26.8,32,28.3,82,0,2
2021-03-28,25,32.8,28.8,79,4.5,1
2021-03-29,26.4,32,28.3,82,2,
2021-03-30,27,29.4,27.8,86,3.5,1
2021-03-31,26,33,28.5,79,0.6,2
2021-04-01,25,30.4,27.8,76,4,1
2021-04-02,25.8,32.2,29,73,2,
2021-04-03,25,29.8,26.9,88,73.4,1
2021-04-04,25.2,30.2,27.7,84,1.6,1
2021-04-05,25,32,28.5,78,2,
2021-04-06,26,33.4,29,71,5,
2021-04-07,25.4,30.4,27.8,76,0.8,2
2021-04-08,25.6,33.4,29.1,75,0.9,1
2021-04-09,25.6,31.8,28.6,78,2,
2021-04-10,24.4,31.6,27.6,81,6,1
2021-04-11,25.2,31.6,28.1,77,0,1
2021-04-12,26,33.6,28.7,74,1.2,2
2021-04-13,25,32.8,28,80,25.5,1
2021-04-14,25.6,31.8,28,81,8888,1
2021-04-15,25,31.8,27.3,82,3.4,1
2021-04-16,25.4,31.8,28.3,78,2.7,1
2021-04-17,26,31.4,27.6,84,1,
2021-04-18,25.8,31.8,28.6,78,27.7,1
2021-04-19,26.4,32,28.7,76,0,1
2021-04-20,26.2,32.8,29.1,73,0,1
2021-04-21,25.6,33.2,29.3,72,1,
2021-04-22,26.4,33,29.3,68,2,
2021-04-23,26.8,32.2,28.2,76,0,1
2021-04-24,25.4,32.6,28.5,74,10.5,2
2021-04-25,25,32.8,29.3,73,1,
2021-04-26,26.8,34.2,30.2,70,2,
2021-04-27,27.2,34.2,29.9,73,0,1
2021-04-28,26.4,32.2,28.8,78,0,1
2021-04-29,25.4,33.4,29,76,56.2,1
2021-04-30,25.2,32,28.6,80,1,
2021-05-01,26.6,33.4,29.7,76,0,1
2021-05-02,27.2,33.6,29.8,76,0,1
2021-05-03,26,33,29.7,76,2,
2021-05-04,26.6,32.8,29.5,72,1,
2021-05-05,27.4,32.4,29.5,78,0,1
2021-05-06,26,32.4,27.6,81,36.8,2
2021-05-07,25,32.8,28.8,80,4,1
2021-05-08,25.8,33.2,29.2,78,0.4,2
2021-05-09,24.6,32.4,28.4,80,47,1
2021-05-10,25.4,33.6,29.7,76,3.5,1
2021-05-11,25.6,34.8,29.9,73,2,
2021-05-12,27.2,33.8,30.1,74,1,
2021-05-13,27.2,33.6,29.6,76,0,2
2021-05-14,26.8,34.4,29.8,71,2,
2021-05-15,26,33.4,29.8,72,1,
2021-05-16,27.6,33.4,30.1,72,0,1
2021-05-17,28,33,29.8,75,0,2
2021-05-18,23.4,31.6,27.3,82,92.2,1
2021-05-19,32.8,29.1,77,1,,
2021-05-20,26.6,33.2,29.6,74,2,
2021-05-21,27,33.4,29.1,77,0.2,1
2021-05-22,27,32.6,28.9,76,0,1
2021-05-23,25.6,32.8,29.1,76,8888,1
2021-05-24,26.6,32.6,29.5,77,1,
2021-05-25,25,33,28.5,77,10,1
2021-05-26,25.6,33.4,29.1,76,0,2
2021-05-27,26.8,33.6,29.7,73,0,1
2021-05-28,27,34,29.8,74,0,2
2021-05-29,26.8,30,27.5,83,1,
2021-05-30,25.2,33,28.5,80,9.5,1
2021-05-31,26,32.4,29.3,79,1,
2021-06-01,26.8,32.6,28.8,81,1,
2021-06-02,26.8,33,29,80,0.2,1
2021-06-03,27,32.8,28.9,83,0,1
2021-06-04,25.8,34.2,30.2,77,6.7,1
2021-06-05,26.8,33,29.3,78,8888,1
2021-06-06,27.4,32.8,29.5,78,0,1
2021-06-07,25.2,32.5,28.1,80,31.4,1
2021-06-08,26,32.6,29.1,76,2,
2021-06-09,26.4,32.4,29.1,77,2.2,1
2021-06-10,26.8,33,29.4,76,0,2
2021-06-11,26.8,32,28.7,79,0,1
2021-06-12,25,33.8,28.9,78,16,1
2021-06-13,25.4,33.6,29.5,76,1,2
2021-06-14,27,31.8,28.7,78,8888,1
2021-06-15,26.2,32.5,28.1,78,0.4,2
2021-06-16,25,31.2,28.1,80,1,
2021-06-17,25.4,30.8,27.8,83,1.4,1
2021-06-18,26,30.4,27.4,84,0.2,1
2021-06-19,25.6,27.6,26,92,0.9,1
2021-06-20,24.2,30.8,27,83,16.7,1
2021-06-21,32,26.5,85,1.6,2,
2021-06-22,25,31.2,27.6,79,8888,1
2021-06-23,25.2,30.8,27.8,81,0,1
2021-06-24,25,30.2,27.3,81,1,
2021-06-25,25.4,33,28.5,78,8888,1
2021-06-26,25.8,32.6,29,78,0,1
2021-06-27,26.4,33,28.9,78,0,1
2021-06-28,25,32.6,28.4,78,8888,1
2021-06-29,32.2,28.5,74,2,,
2021-06-30,26,30.2,27.5,82,0.4,1
2021-07-01,26,31,26.3,86,1,1
2021-07-02,24,32.4,28.3,75,12,1
2021-07-03,26,33.8,29,73,0,1
2021-07-04,25.6,33.8,29,74,1,
2021-07-05,26.2,32.4,28.6,76,0,1
2021-07-06,25,32.2,28.6,74,1,
2021-07-07,26,31.8,28.5,70,1,
2021-07-08,25.2,33.2,28.5,69,0,1
2021-07-09,25.4,34,29.3,71,0,1
2021-07-10,25,32.6,29.6,73,2,
2021-07-11,26.6,32,29,77,2,
2021-07-12,26.6,33.4,29.3,69,0,1
2021-07-13,24,31,27.5,78,0,2
2021-07-14,25,31.6,28.1,75,1,
2021-07-15,25.6,32,28.3,75,8888,1
2021-07-16,25.8,33,28.7,68,0,1
2021-07-17,26,34,29.2,69,0,1
2021-07-18,24,32.6,28.6,72,1,
2021-07-19,26.2,31.8,29,75,0,
2021-07-20,26.4,32.4,28.4,79,8888,1
2021-07-21,26.4,32.6,28.7,77,0,2
2021-07-22,32,28.3,78,8888,1,
2021-07-23,25,31,27.1,82,17.8,2
2021-07-24,25.4,31,27.8,81,2.5,1
2021-07-25,24.6,32.6,27.7,79,2.5,1
2021-07-26,24,33.2,28.3,69,1,
2021-07-27,24.6,33.6,28.4,66,1,
2021-07-28,25,33.6,28.5,64,0,1
2021-07-29,25.4,32.8,28.6,67,0,2
2021-07-30,25,33,29,72,1,
2021-07-31,26.6,31.6,29,70,2,
2021-08-01,25.6,32,28.3,78,3.3,2
2021-08-02,25.8,32,28.6,76,0,2
2021-08-03,32.4,28.7,75,2,,
2021-08-04,25.8,32.4,29.1,70,2,
2021-08-05,26.8,31,27.4,81,0,1
2021-08-06,24.6,33,28.3,72,6.2,2
2021-08-07,25,33.4,29,74,2,
2021-08-08,26.2,33.4,29.3,74,2,
2021-08-09,26.8,33,29.6,75,0,2
2021-08-10,24.6,30.8,27.1,84,66.5,1
2021-08-11,24.6,33.2,28.7,74,8888,2
2021-08-12,25.2,33.8,29.1,64,2,
2021-08-13,25.6,30.4,28.2,76,0,1
2021-08-14,26.2,33.6,29.1,72,0,2
2021-08-15,25.8,34.4,29.6,68,2,
2021-08-16,26.4,33.6,29.4,67,2,
2021-08-17,27,32.6,29.3,71,0,1
2021-08-18,27,32,28.8,73,0,2
2021-08-19,25,32.4,28.2,75,2,
2021-08-20,25.4,32.4,28.6,72,2,
2021-08-21,26,30.8,27.6,77,3.7,2
2021-08-22,25.6,33.4,28.8,74,1,
2021-08-23,25.6,31.8,28.8,77,1,
2021-08-24,26.8,32.2,29.1,72,2,
2021-08-25,26,31.8,28.5,68,8888,1
2021-08-26,26,33,28.9,66,0,2
2021-08-27,25.6,33.2,28.6,71,1,
2021-08-28,26.2,33.4,29.8,63,1,
2021-08-29,27.2,32,28.6,72,0,1
2021-08-30,25.4,31.6,28.7,77,2,
2021-08-31,26.8,32.6,29.3,79,1,
2021-09-01,26.2,34,29.4,70,1,
2021-09-02,26.8,32.2,28.9,71,0,1
2021-09-03,26.8,32.4,29,70,0,1
2021-09-04,25,32,28.7,70,1,
2021-09-05,26.4,33.2,29.6,67,2,
2021-09-06,27.2,33.4,29.6,72,0,2
2021-09-07,27,31.4,28.8,74,0,1
2021-09-08,25,32,27.9,78,6.9,2
2021-09-09,23.6,32.4,27.8,74,22,1
2021-09-10,24.8,32.8,28.5,64,0,1
2021-09-11,26,32.4,29.1,70,0,1
2021-09-12,27.2,31.2,28.8,76,0,1
2021-09-13,26.4,33.2,29.3,73,2,
2021-09-14,24.8,27.6,25.8,89,36.7,1
2021-09-15,24,31.8,28,82,5.7,2
2021-09-16,25,33.6,29.2,77,2,
2021-09-17,26.6,34.2,29.7,72,0,2
2021-09-18,26.8,35,30.5,63,1,
2021-09-19,27.8,32.4,28.6,76,0,1
2021-09-20,26,31.8,28.8,72,17,1
2021-09-21,25,32.6,28.8,71,1,
2021-09-22,26.4,33.8,29.5,69,1,
2021-09-23,27,33.8,29.7,69,0,2
2021-09-24,25.6,34,29.9,69,2,
2021-09-25,27,33.6,29.9,73,2,
2021-09-26,27.2,33,29.7,74,0,2
2021-09-27,26.2,32.6,29.1,79,17.6,1
2021-09-28,25,33.2,29,80,7.5,2
2021-09-29,26.6,32.6,29.4,74,2,
2021-09-30,27.4,32.4,29.6,72,0,1
2021-10-01,26.2,33.6,29.1,75,1.5,1
2021-10-02,26,31.4,28.9,75,1,
2021-10-03,25.6,33.2,29.1,69,2,
2021-10-04,26.6,32.4,28.4,75,0,1
2021-10-05,25.4,33,29,66,16.2,1
2021-10-06,33.2,28.7,77,1,,
2021-10-07,25.6,32.4,29.3,66,2,
2021-10-08,25.8,31.6,28.7,72,1,
2021-10-09,26.6,33.8,29.6,70,0,2
2021-10-10,26,33.4,29.8,72,2,
2021-10-11,26.8,33.6,29.3,70,2,
2021-10-12,26.6,33,29.5,68,0,1
2021-10-13,27.4,33.4,30.1,68,0,1
2021-10-14,25.8,33.2,29.5,72,2,
2021-10-15,27.8,34.2,30.2,71,0,1
2021-10-16,26.8,33.6,30.1,70,2,
2021-10-17,26,33.8,30.4,72,1,
2021-10-18,25.2,28.4,26,90,55.3,0
2021-10-19,24.6,33.2,27.7,77,20.7,1
2021-10-20,26,32.6,29,74,0,1
2021-10-21,26,32,28.5,83,46.5,1
2021-10-22,26,32.4,29.1,77,4,1
2021-10-23,26.4,32.8,29.3,72,1,
2021-10-24,27,33.2,30,73,0,1
2021-10-25,27.6,33.2,29,75,0,1
2021-10-26,26,33.8,29.8,72,8888,1
2021-10-27,26.4,32.8,28.7,80,1.2,2
2021-10-28,25.4,31.4,27.3,86,28.1,1
2021-10-29,25,32.8,28.6,74,7.8,2
2021-10-30,26,33,29.3,73,2,
2021-10-31,26.6,32.8,28.9,77,0.8,1
2021-11-01,26.4,31.4,27.7,84,8888,1
2021-11-02,25.8,32.6,28.6,76,2,1
2021-11-03,25,32.6,28.5,78,1,
2021-11-04,26.4,32.6,29,77,0.6,2
2021-11-05,26.6,29.8,27.9,82,8888,0
2021-11-06,26.2,32.8,29.4,76,2,2
2021-11-07,26,32.4,27.6,84,2,
2021-11-08,25.2,32.2,28.3,79,19.2,1
2021-11-09,25.6,32,29.4,78,1,
2021-11-10,26.4,33.4,28.6,76,1.9,1
2021-11-11,25,31.6,28.3,77,2,2
2021-11-12,26.6,33.6,28.5,74,0,1
2021-11-13,24.8,31.6,27.5,85,26.4,1
2021-11-14,25.4,34.6,29.4,76,30.3,1
2021-11-15,26,29.6,27.7,80,1,2
2021-11-16,26.6,33.6,29.8,67,8888,1
2021-11-17,26.4,34,30,71,2.4,1
2021-11-18,27,33.8,29.8,71,1,
2021-11-19,25,30.6,27.9,74,2,
2021-11-20,26.4,31.8,27.9,78,8888,2
2021-11-21,25.2,32.4,29.4,73,7,2
2021-11-22,27.2,32.8,29.3,74,0,2
2021-11-23,25,32.4,27.9,76,8888,4
2021-11-24,25.6,33.8,29.3,62,8888,2
2021-11-25,26.8,33.8,29.1,73,0,1
2021-11-26,25.6,34,28.2,80,8888,2
2021-11-27,25.2,32.6,27.6,78,34,2
2021-11-28,24,32.8,28.1,74,5,4
2021-11-29,25.6,32.4,28.4,76,0.3,2
2021-11-30,26.6,31.8,28.9,75,0,1
2021-12-01,25,34.6,29.7,66,2,
2021-12-02,27.2,35.2,31,64,0,3
2021-12-03,27,32.4,29.3,74,2,
2021-12-04,27.8,29,27.4,78,0,1
2021-12-05,25,28.2,26.6,82,2.5,0
2021-12-06,24.4,32,27.5,80,11.9,1
2021-12-07,24,29,26.4,86,65.6,1
2021-12-08,24.4,32.6,28.5,80,1.5,1
2021-12-09,25,31,27.5,87,30.5,2
2021-12-10,24.8,31.8,28.4,81,0.6,2
2021-12-11,25,30.6,27.3,84,1.6,2
2021-12-12,32.8,28.9,76,8888,2,
2021-12-13,25,32,29,76,2,
2021-12-14,26.8,31.6,28.6,79,2,
2021-12-15,26.8,31.4,28.7,79,7.4,1
2021-12-16,26.8,32.6,28.3,81,8888,1
2021-12-17,25.4,32.4,28.4,79,8888,1
2021-12-18,25.8,33.6,28.5,76,0.4,2
2021-12-19,26,32.6,29.1,80,2.4,1
2021-12-20,26.6,33,27.9,84,0,1
2021-12-21,29.8,26.8,88,1.5,1,
2021-12-22,24.6,32.6,28.2,80,6.8,1
2021-12-23,25.6,31.6,26.2,88,0,1
2021-12-24,24.6,32.6,28,78,19.7,1
2021-12-25,25,31.4,28.1,81,1,
2021-12-26,24,31.4,27.3,78,9.4,1
2021-12-27,24.2,30.8,28.2,77,2,
2021-12-28,26.2,31.6,28.2,82,8888,2
2021-12-29,24.6,30.8,27.5,84,9,1
2021-12-30,26,30.2,28,84,0,1
2021-12-31,25.8,33.6,29.3,77,0.8,1
2022-01-01,25,32.4,28.9,75,0.5,1
2022-01-02,26.6,32.4,28.2,82,0,2
2022-01-03,25.8,32.8,29.2,72,0,2
2022-01-04,25.8,32.4,28.9,71,0,1
2022-01-05,26.6,33,29.4,75,0,1
2022-01-06,25.6,31.8,27.9,86,34.5,1
2022-01-07,25.6,35,29.3,74,6.8,1
2022-01-08,26.2,32.4,28.6,77,0.3,1
2022-01-09,26.6,32.6,29.1,77,0,2
2022-01-10,25.2,31.8,28.3,78,0,2
2022-01-11,24.8,31.4,26.9,86,24,1
2022-01-12,24.4,31.2,26.7,87,27.2,2
2022-01-13,24.6,30.8,27.2,84,15.6,1
2022-01-14,24,31.4,26.5,88,13,1
2022-01-15,24.6,29.4,26.7,86,4,1
2022-01-16,25,29,27.4,87,0,2
2022-01-17,25.2,30.8,28.1,82,12.8,1
2022-01-18,25.2,29,26.3,92,8.1,2
2022-01-19,24.4,30.2,27.3,84,204,2
2022-01-20,24.6,29,26.2,83,6.6,1
2022-01-21,24.8,31,27.6,79,8888,1
2022-01-22,25,30.4,27.3,82,6,2
2022-01-23,24.6,32.8,29.3,75,3.2,4
2022-01-24,26.2,34.4,29.6,72,0,2
2022-01-25,26.8,31.4,28.8,80,0,1
2022-01-26,25,30,27.2,83,5.2,1
2022-01-27,25.6,31.8,28.1,80,8888,2
