Tanggal,Tn,Tx,Tavg,RH_avg,RR,ff_avg
2022-01-28,25.6,32.4,28.7,78,5.2,1
2022-01-29,25.8,30.8,27.9,80,0,2
2022-01-30,25,31.8,28,81,0,2
2022-01-31,26,31.6,28,78,0,2
2022-02-01,26,31.2,28.5,81,0,1
2022-02-02,24.4,31.2,28,82,4,1
2022-02-03,26.2,32,28.7,78,0,2
2022-02-04,23.6,31,26.9,86,88.3,2
2022-02-05,25,28.6,26,90,16.3,1
2022-02-06,25.2,31.4,27.9,81,41.5,3
2022-02-07,25,30.4,27.6,82,10,1
2022-02-08,25.4,28,26.5,91,6.5,0
2022-02-09,24.8,30.8,26.5,83,63.8,3
2022-02-10,24.8,31.2,27.4,78,1.2,2
2022-02-11,24.6,30.8,27.7,79,0,1
2022-02-12,25.4,29.6,27.8,81,0.4,2
2022-02-13,26.2,29.4,27.2,85,0,1
2022-02-14,25.2,30.6,26.5,86,8888,1
2022-02-15,24.2,32.6,27.1,88,23.5,1
2022-02-16,25,32.6,28.4,77,2.4,1
2022-02-17,24.8,31,27.3,85,47.5,1
2022-02-18,25,30,27.4,88,0.8,0
2022-02-19,25,32.4,28,84,2.7,1
2022-02-20,25.6,30.8,27.9,83,2.8,1
2022-02-21,26,32.4,28.5,74,0.8,1
2022-02-22,25.6,34.4,29.3,74,3,1
2022-02-23,24.6,32.2,27.6,79,1,2
2022-02-24,24.4,33.2,28.6,67,17.8,2
2022-02-25,26.2,29.8,27.7,73,0,2
2022-02-26,24.6,32.4,27.9,75,2.5,2
2022-02-27,25.6,31.2,27.5,79,0,2
2022-02-28,25,31,28.1,78,1,2
2022-03-01,24.6,29.2,26.5,86,12.6,1
2022-03-02,24.6,32.4,27,84,5.2,2
2022-03-03,25.2,32.4,28.3,78,6.6,2
2022-03-04,25,31.6,28.1,78,3.7,1
2022-03-05,25.4,33.4,27.1,78,0,2
2022-03-06,25,32.8,27.9,77,12.1,4
2022-03-07,26.8,33,29.1,71,0,2
2022-03-08,25,32,27.8,80,0,1
2022-03-09,26,31.8,28.1,80,0.5,1
2022-03-10,26,32.4,28.5,77,0,2
2022-03-11,25.4,32,27.5,85,0,3
2022-03-12,25.8,31.8,27,89,7.5,1
2022-03-13,26.2,31.4,28,85,34.5,2
2022-03-14,26.4,33.6,28.7,80,26,1
2022-03-15,0,30.2,27.5,85,2.5,1
2022-03-16,25.2,33.4,28.7,77,6.2,1
2022-03-17,25.6,32,28.7,84,0.2,1
2022-03-18,26.4,33.6,29.2,79,0.4,1
2022-03-19,26,34.4,29.5,73,0,4
2022-03-20,27,35,30,64,0,3
2022-03-21,27.4,33.2,29.7,69,0,4
2022-03-22,26.8,32.6,29.1,74,0,1
2022-03-23,26,32.2,27.7,80,1.5,1
2022-03-24,25.4,33,28.3,78,5.3,1
2022-03-25,25.8,33.4,29.2,78,0,1
2022-03-26,26.6,30,26.6,88,0,1
2022-03-27,24.2,32.6,27.5,85,22.5,2
2022-03-28,25,32.2,28,81,14.4,1
2022-03-29,25.4,32.8,29.3,74,0,2
2022-03-30,26.6,32.6,29.1,76,0,1
2022-03-31,0,32.8,28.9,78,0,2
2022-04-01,26.4,31.6,28.5,76,0,0
2022-04-02,26.2,32.8,27.4,82,3.8,1
2022-04-03,26.4,33,26.7,83,18,2
2022-04-04,25,32.8,28.3,78,27.3,1
2022-04-05,25.6,32.4,27.6,81,0,1
2022-04-06,24.8,34.4,28.5,74,54,1
2022-04-07,25,33.6,28.9,76,8888,2
2022-04-08,25,34.2,28,76,8888,0
2022-04-09,25.6,32,28.5,73,45.7,1
2022-04-10,26,33.2,29.3,74,0,1
2022-04-11,26.4,32.8,28.2,78,0,1
2022-04-12,25,32.6,28.6,80,30,1
2022-04-13,26.4,31.6,28.8,80,1.7,1
2022-04-14,25.4,32.4,28.7,79,0.4,1
2022-04-15,26,34,29.9,81,0,1
2022-04-16,25,32.8,29.2,75,0,1
2022-04-17,26.6,33.2,29.7,77,0.6,1
2022-04-18,26.2,33.6,29.4,80,16,1
2022-04-19,26.4,32.8,28.6,78,0,2
2022-04-20,25,33,28.8,76,0.4,1
2022-04-21,26.6,29.2,27.4,84,4,0
2022-04-22,26,30.8,26.4,88,11,0
2022-04-23,24.8,33.6,28.5,80,5.7,1
2022-04-24,25,33,28.9,78,5,1
2022-04-25,26.6,34.2,29.5,75,0.8,1
2022-04-26,25.6,34,29.4,77,26.4,1
2022-04-27,26.6,32.8,29.1,78,8888,1
2022-04-28,24,31.6,27.6,83,7.5,2
2022-04-29,25.4,34,29.3,78,8888,1
2022-04-30,26.6,32.2,28.4,81,0,1
2022-05-01,26.6,32.6,29,82,0,1
2022-05-02,26,31.6,27.5,85,8888,2
2022-05-03,25,32.6,28.2,83,18.6,1
2022-05-04,25.4,33,29,78,0,0
2022-05-05,26.4,34,29.5,77,0,1
2022-05-06,26,34.8,30.2,74,0,1
2022-05-07,27.6,33,29.9,77,0,1
2022-05-08,27.4,33.6,30.1,72,0,1
2022-05-09,27.6,34,29.9,74,0,1
2022-05-10,26,33.8,29.9,76,8888,2
2022-05-11,25.4,33.2,28.9,80,18.2,1
2022-05-12,26.2,34,29.2,76,0,2
2022-05-13,26.6,33.6,29.3,78,15.8,1
2022-05-14,26,32.6,29.2,81,13,1
2022-05-15,26.8,34.2,29,82,0,1
2022-05-16,26,33.8,28.6,78,6.5,1
2022-05-17,26.6,33.2,29.5,78,8888,1
2022-05-18,26,33.8,28.7,80,0,1
2022-05-19,25.8,32,28,84,35.2,1
2022-05-20,25.6,31.6,27.4,84,9.4,1
2022-05-21,25,31.2,27.9,82,20,1
2022-05-22,25.2,30.4,27.8,82,0,1
2022-05-23,26.2,32.6,29,79,0,1
2022-05-24,26.6,32.8,29.7,72,0,2
2022-05-25,26.8,33,28.3,83,0.2,1
2022-05-26,25,30.6,27.3,84,1,0
2022-05-27,24.8,33.2,28.2,80,8888,1
2022-05-28,23.4,30,25.6,86,18.6,1
2022-05-29,23.2,32.8,26.8,83,27.3,1
2022-05-30,24,31,27.3,82,0.3,1
2022-05-31,24.8,32.4,27.4,80,0,2
2022-06-01,25.2,34.6,29,72,0,1
2022-06-02,26.4,34,28.4,79,0,1
2022-06-03,24.6,33.6,28.2,79,32.6,1
2022-06-04,25.8,32.2,28.8,76,0,1
2022-06-05,26.4,32.6,28.6,78,0,2
2022-06-06,25,31.8,27.6,79,8888,0
2022-06-07,25.4,32,28.1,78,0.5,0
2022-06-08,25.6,30.8,27.3,87,13.6,0
2022-06-09,25.8,31.8,26.7,86,0.5,0
2022-06-10,0,34,28.1,77,5,1
2022-06-11,25,32.4,28.2,84,2.5,1
2022-06-12,25.2,31.4,27.8,81,8888,1
2022-06-13,25.8,31.2,27.8,76,0,1
2022-06-14,25.8,31.6,28.7,74,0,1
2022-06-15,25,30.6,27.5,82,0,0
2022-06-16,24.6,29.8,26.7,86,4,0
2022-06-17,24.8,29,27.1,86,0,0
2022-06-18,24.6,30.6,27.3,82,8888,1
2022-06-19,24.8,32.4,28,82,0,1
2022-06-20,25,32.4,28.9,76,0,1
2022-06-21,26.4,32.8,28.9,72,0,1
2022-06-22,25.2,32.4,28,83,15.4,0
2022-06-23,25,33,29.1,74,8888,1
2022-06-24,26.4,31.4,28,80,0,1
2022-06-25,26.6,32.4,28.8,76,0,1
2022-06-26,26.4,30.6,28,80,0,1
2022-06-27,24.8,33,28.8,77,0,0
2022-06-28,25.2,31.8,28,78,21.7,1
2022-06-29,25.4,32.6,28.4,70,0,1
2022-06-30,25.2,31.6,27.7,74,0,2
2022-07-01,25.4,33.2,28.7,74,0,0
2022-07-02,25.6,32.4,29.1,76,0,1
2022-07-03,27.2,32.2,29.1,82,3,1
2022-07-04,0,33.6,29.5,74,13.6,1
2022-07-05,25,33.2,29.4,78,0,1
2022-07-06,25,28.6,26.4,89,11.6,0
2022-07-07,25.4,32.4,28.6,80,16.8,1
2022-07-08,26,32.6,28.8,74,0,2
2022-07-09,25,32,28.2,74,0,2
2022-07-10,25.2,32.4,28.2,70,0,1
2022-07-11,25.4,32.4,28.7,69,0,1
2022-07-12,26.4,33.4,29.6,74,0,1
2022-07-13,25,32,28.6,78,0,2
2022-07-14,26,32.8,29,76,8888,2
2022-07-15,26.4,32.8,29.3,76,0,1
2022-07-16,23.6,30,25.7,84,36,1
2022-07-17,23,31.4,27.9,79,11.8,1
2022-07-18,25.4,32.6,28.2,78,0,1
2022-07-19,25.6,33.4,28.9,76,0,1
2022-07-20,26.8,33.6,29.6,75,0,1
2022-07-21,0,32.4,28.7,76,0,1
2022-07-22,27,32.2,29.1,71,0,1
2022-07-23,26,32.8,28.9,75,0,1
2022-07-24,26.4,32.6,28.8,77,0,2
2022-07-25,25,32.4,28.8,74,0,1
2022-07-26,26.4,32.4,29,67,0,1
2022-07-27,26.2,33.6,28.9,69,0,1
2022-07-28,26.4,33,29.2,70,0,1
2022-07-29,25,33.6,29.2,73,0,0
2022-07-30,26.8,32.2,28.8,77,0,2
2022-07-31,26.4,32.2,28.7,77,0,1
2022-08-01,26,33.8,29,72,0,0
2022-08-02,25,33,29.3,73,0,1
2022-08-03,27.4,33.4,29.7,72,0,1
2022-08-04,25.6,32,28.1,82,7.1,1
2022-08-05,25.8,30.8,28,82,15.4,2
2022-08-06,25,32,28.1,76,0,2
2022-08-07,25.6,32,28.1,78,2.6,1
2022-08-08,25.8,33.2,28.7,70,0,1
2022-08-09,26.4,33.2,29.1,67,0,1
2022-08-10,25,34,29.6,69,0,1
2022-08-11,26.8,34.2,29.7,71,0,2
2022-08-12,27.2,33.4,29.6,76,0,1
2022-08-13,26,32.6,29.3,72,0,1
2022-08-14,25,33.8,29.2,76,0,2
2022-08-15,26.8,32.2,29,76,0,1
2022-08-16,27,32.4,28.9,74,8888,1
2022-08-17,25.4,32.6,28.6,79,6.4,1
2022-08-18,25,33.6,29.4,70,0,1
2022-08-19,26.6,35,30,62,0,2
2022-08-20,27.2,33.6,29.7,68,0,1
2022-08-21,27.4,32.8,29.3,0,0,1
2022-08-22,25,30.8,27.5,80,0,1
2022-08-23,26.2,34.8,29.6,73,0,1
2022-08-24,27,32.4,29.1,74,0,1
2022-08-25,26.6,33.2,29.4,65,0,1
2022-08-26,25,32.4,28.9,72,0,0
2022-08-27,26.4,32.4,28.6,76,0,1
2022-08-28,26.4,30.6,28.4,78,0,1
2022-08-29,25.8,32.6,28.4,77,0,2
2022-08-30,25,32.8,28.5,72,0,1
2022-08-31,26.4,33,29.3,70,0,1
2022-09-01,27.2,32.4,29.1,73,0,1
2022-09-02,26.6,33.6,29.3,76,0.5,1
2022-09-03,25,33,28.3,76,0,4
2022-09-04,26.2,32.2,28.8,70,0,1
2022-09-05,26.6,32.4,29.4,74,0,1
2022-09-06,27.4,34.6,30,70,0.2,1
2022-09-07,25,31,27.4,85,0.2,0
2022-09-08,25.6,28.6,26.8,86,5.8,1
2022-09-09,25.2,31.2,26.4,86,1.5,1
2022-09-10,24.2,30.4,26.7,84,55.8,2
2022-09-11,25,31.6,27.7,81,0,2
2022-09-12,25,31.6,28.1,80,23.4,2
2022-09-13,25.8,31.6,28.5,78,0,1
2022-09-14,25.4,32.6,28.9,69,0,1
2022-09-15,25,33.2,28.6,72,0,1
2022-09-16,26.4,33.2,29.4,66,0,1
2022-09-17,26.2,32.4,29.2,73,0,1
2022-09-18,26.8,31.8,28.9,77,0,1
2022-09-19,26,34.4,29.8,69,1.2,0
2022-09-20,26,32,28.7,68,0,2
2022-09-21,26.4,32.2,28.5,75,0,1
2022-09-22,26.6,31.6,27.7,81,0,1
2022-09-23,0,31.8,27.8,81,21.4,1
2022-09-24,25.8,33.6,29.3,72,0,1
2022-09-25,26.4,32.6,29.3,72,0,1
2022-09-26,26.6,34.4,30,67,0,2
2022-09-27,24.6,32.4,28.7,73,10.5,1
2022-09-28,26.4,32.4,29.6,67,0,2
2022-09-29,27.2,32.2,29.6,70,0,1
2022-09-30,26.6,32.6,29,72,0,0
2022-10-01,26,33.8,29.9,74,0,1
2022-10-02,26.8,30.4,28.2,78,0,1
2022-10-03,24.8,32.4,28.7,77,15.8,1
2022-10-04,25.8,32.8,28.1,78,1.6,2
2022-10-05,25,30.6,27.4,87,26,0
2022-10-06,26,33.6,27.9,78,0,1
2022-10-07,25,32.2,27.2,85,48.6,1
2022-10-08,24.5,33.4,28.1,74,1.2,1
2022-10-09,25,31.4,27.8,77,0,1
2022-10-10,25.6,31.2,28,76,0,1
2022-10-11,26,31.8,27.8,80,0,1
2022-10-12,24.6,32.8,28.3,73,17,1
2022-10-13,25,31.6,27.4,80,0,1
2022-10-14,24.6,32.4,28.9,70,21,2
2022-10-15,26.6,31.8,27.8,82,0,0
2022-10-16,25.8,31.6,27.8,82,12.2,1
2022-10-17,25.8,32.4,28.6,80,0,0
2022-10-18,26.6,30.6,28,81,3.8,0
2022-10-19,26.6,31.6,27.5,81,0,0
2022-10-20,25.2,32,28.2,80,20.2,1
2022-10-21,25,30.8,28.4,76,0,0
2022-10-22,26.4,31.4,28.7,78,0,1
2022-10-23,25.6,32.8,28.7,76,34.8,2
2022-10-24,25.6,34,29.1,69,0,3
2022-10-25,25,31,27.4,80,0,4
2022-10-26,23.8,31.6,27,81,17.3,2
2022-10-27,24,32.4,28.5,74,8888,2
2022-10-28,24.8,35.4,29.8,60,0,1
2022-10-29,24.6,32.4,29.2,70,0,1
2022-10-30,26.6,33,29.1,68,0,1
2022-10-31,27,32,29.4,71,0,0
2022-11-01,26.6,32,29.3,72,0,2
2022-11-02,25.4,32.4,29.2,76,0,1
2022-11-03,26.8,32.2,29.1,75,0,1
2022-11-04,26.2,33.2,28.9,75,0,1
2022-11-05,25.4,32.6,28,78,27.6,1
2022-11-06,24.2,30.8,27.9,79,0,1
2022-11-07,25.6,30.4,27.5,83,2.2,0
2022-11-08,25.6,30.2,27.5,80,0.4,1
2022-11-09,24.8,31.6,28,78,7.7,1
2022-11-10,25,31.2,27.6,82,8888,1
2022-11-11,26,31,28,76,13.5,2
2022-11-12,25.6,32.4,27.6,81,0.6,1
2022-11-13,25,30.6,27.2,83,8888,1
2022-11-14,24.2,32.8,28.3,78,0,1
2022-11-15,24.8,32.4,29,73,0.5,1
2022-11-16,27,32.4,28.7,76,0,2
2022-11-17,24.8,28,26.1,89,42.4,1
2022-11-18,25,32.4,28.3,76,10.5,2
2022-11-19,25.8,33.2,28.9,74,8888,2
2022-11-20,26.6,33.6,29.5,70,0,2
2022-11-21,26.2,34.6,29.7,66,0,2
2022-11-22,24,34.2,29.4,70,0,2
2022-11-23,25,33.4,28.8,71,0,2
2022-11-24,26.2,31,28.6,76,2.7,1
2022-11-25,25.4,31.4,27.8,76,0,0
2022-11-26,25,31.4,27.2,82,0,1
2022-11-27,24.4,31.2,27.7,80,17.2,1
2022-11-28,25.4,31.4,28.6,79,2,1
2022-11-29,24.6,33,28.6,78,16.8,2
2022-11-30,25,33,28.2,78,0,0
2022-12-01,26,32.4,28.4,76,0,2
2022-12-02,26.4,31.4,28.1,78,8888,1
2022-12-03,25,32,28.3,76,4,1
2022-12-04,25,31.2,28.4,77,0,2
2022-12-05,26,32.2,28.6,76,0,1
2022-12-06,26.6,30.4,27.9,80,0,1
2022-12-07,25.4,31.2,28.2,80,8888,0
2022-12-08,25,33,27.8,80,0,1
2022-12-09,25.6,31.8,27.2,82,2.6,1
2022-12-10,24.2,33.2,27.9,77,14.1,1
2022-12-11,25.4,33.4,28.9,70,0.2,1
2022-12-12,25,33.2,28,77,0,2
2022-12-13,25.6,32.4,28.5,69,2,2
2022-12-14,26.8,32,28.1,77,0,1
2022-12-15,26.6,34.8,30.3,65,0,1
2022-12-16,25,32,28.4,73,0,1
2022-12-17,25.4,32.2,28.3,80,1.5,1
2022-12-18,26,32.8,28.3,82,1.7,1
2022-12-19,25.2,32,28.6,75,4.8,2
2022-12-20,25.2,31,28.3,76,0,2
2022-12-21,25.8,31.8,28.5,80,0,2
2022-12-22,26.2,31.8,28.4,79,1,1
2022-12-23,24.6,30,27.2,82,38.5,2
2022-12-24,24.8,30,27.4,85,2.8,2
2022-12-25,24.8,28.2,26.4,86,1.5,1
2022-12-26,24.8,29,26.6,87,14.9,0
2022-12-27,23.6,29.2,26.3,81,6.3,1
2022-12-28,24.2,29.8,25.9,84,0.9,2
2022-12-29,23.4,29.2,26.2,84,34,1
2022-12-30,24,30.6,26.3,87,1.2,0
2022-12-31,24.6,29.6,26.2,86,4.6,1
2023-01-01,23.6,29.8,26.3,87,14.5,1
2023-01-02,24.2,29.4,27.5,81,31.5,2
2023-01-03,25,29.6,26.6,82,0.5,1
2023-01-04,24.4,30,26.4,86,2.4,1
2023-01-05,24,32.6,27.4,83,35.3,2
2023-01-06,24.4,33.4,29.6,68,2.3,1
2023-01-07,27,33.8,29.6,70,0,2
2023-01-08,26.6,32,28.1,76,8888,2
2023-01-09,0,32.6,29,73,8888,3
2023-01-10,27.2,34.4,30.1,65,8888,1
2023-01-11,26.2,32,28.8,73,0,1
2023-01-12,0,32.4,29.1,71,0,0
2023-01-13,25,32.6,29.2,74,0,1
2023-01-14,26.8,32,29.2,72,8888,1
2023-01-15,26.4,34.8,29.8,69,0,2
2023-01-16,26.4,32.4,28.9,70,0,1
2023-01-17,26,29.4,27.6,77,0,1
2023-01-18,26.2,31.6,27.7,78,0,1
2023-01-19,25.8,30.8,27.5,81,3,2
2023-01-20,26,32.4,28.6,72,8888,1
2023-01-21,25,31.8,28.6,74,8888,2
2023-01-22,26.4,33.4,29.2,71,0,2
2023-01-23,26,32.2,28.6,70,0,2
2023-01-24,26,34,29.1,71,0,2
2023-01-25,25,30.2,27.2,78,8888,1
2023-01-26,26.2,30.4,27.8,79,8888,1
2023-01-27,26,29.6,27.6,80,27.5,1
2023-01-28,24.5,28.8,25.6,94,26.9,0
2023-01-29,24,29.2,26.7,86,27,1
2023-01-30,25,30.2,28,76,8888,1
2023-01-31,0,29.2,27.8,80,0,1
2023-02-01,25.4,30.2,27,85,0.5,1
2023-02-02,24.6,29.5,27.2,88,31.8,2
2023-02-03,23.2,31.2,26.7,80,25.2,1
2023-02-04,24,30.2,27.7,83,8888,2
2023-02-05,26.2,33.6,28.4,77,0,2
2023-02-06,25,33.4,29.2,67,1.2,2
2023-02-07,26.4,30.2,27.8,78,0,1
2023-02-08,0,32.2,27.1,87,62.8,1
2023-02-09,25.2,31.8,27.4,73,1,1
2023-02-10,25,31.8,27.9,77,9.6,2
2023-02-11,25.2,29.4,27.5,85,25.8,1
2023-02-12,23.8,28.6,25,92,40.8,2
2023-02-13,24.2,30.8,27.6,78,1.8,1
2023-02-14,24,30.8,27.3,79,5.4,2
2023-02-15,25.8,31,28.1,74,8888,1
2023-02-16,26.2,31.2,27.1,82,9.5,1
2023-02-17,25,29.8,27,81,31,1
2023-02-18,25.4,30.4,27.6,83,2.5,2
2023-02-19,25.8,30.2,27.5,82,3.8,1
2023-02-20,26,32.6,27.5,83,0.5,1
2023-02-21,26.4,31.6,28,77,10,1
2023-02-22,24.4,30.8,27.3,84,29.7,1
2023-02-23,24.6,30.4,26.9,87,21.5,1
2023-02-24,24.4,29.8,25.8,94,76.9,1
2023-02-25,24.6,29.4,27,86,74.1,2
2023-02-26,24.6,29.6,26.7,88,36.7,1
2023-02-27,24.8,30,27.1,84,38.9,1
2023-02-28,24.8,31.6,27,84,20.3,1
2023-03-01,24.6,29.8,26.7,88,12.7,1
2023-03-02,23.4,27,25.1,92,79.5,0
2023-03-03,23.8,31.8,27,84,3.8,1
2023-03-04,24.2,29.6,26.8,81,42.5,1
2023-03-05,25,29.6,26.6,87,2.2,0
2023-03-06,24,33,28.3,71,2.3,2
2023-03-07,25.2,31.2,27.7,76,8888,1
2023-03-08,25.6,29.2,26.5,88,4,1
2023-03-09,24.8,31.6,27.1,83,9.5,1
2023-03-10,24,32.4,27.8,81,10,1
2023-03-11,25.8,33.6,28.5,77,8888,1
2023-03-12,26.6,30.8,28.4,80,0,1
2023-03-13,25.6,32.2,28.4,72,0,2
2023-03-14,24.2,31.8,27.2,82,0,1
2023-03-15,24.4,28.4,25.5,90,11,1
2023-03-16,24.4,31.2,27.4,82,2.4,1
2023-03-17,25.2,32.4,28.6,75,0,2
2023-03-18,23.8,32.6,28.3,78,0,1
2023-03-19,26.4,32,28.7,81,0,2
2023-03-20,26,32.4,28.7,75,0,1
2023-03-21,25.6,33.6,29.2,69,8888,0
2023-03-22,25,32.6,29.1,76,8888,0
2023-03-23,27.2,33.8,29.3,76,8888,1
2023-03-24,27.2,32,29.3,78,0,1
2023-03-25,27,33.8,27.9,83,0,1
2023-03-26,24,30.6,26.8,88,48.7,1
2023-03-27,0,32.4,27.4,84,8888,1
2023-03-28,26,29.6,27.3,86,4.2,0
2023-03-29,25.6,32.6,27.5,79,0,1
2023-03-30,0,31.8,26.3,92,0,0
2023-03-31,25,33.2,28.8,70,3.2,2
2023-04-01,26.2,31,28.1,74,0,2
2023-04-02,26,33,28.8,76,1.2,1
2023-04-03,24.6,32.6,28.1,74,0,1
2023-04-04,25,32.6,28.7,72,18.4,1
2023-04-05,25.8,33.2,29,69,0,1
2023-04-06,26.6,34.8,30.3,56,0,1
2023-04-07,26,32.4,28.7,69,0,1
2023-04-08,26.6,33.2,28.9,74,0,1
2023-04-10,26.8,33,29.1,70,0,2
2023-04-11,24.8,33.8,28.9,75,3,3
2023-04-12,27,34.8,29.6,66,8888,2
2023-04-13,26.6,33.6,29.4,73,0,1
2023-04-14,26.5,33.4,28.3,79,0,2
2023-04-15,25,32,28.3,81,66.6,1
2023-04-16,25.8,33.4,28.9,80,2,1
2023-04-17,26.8,33.4,29.3,76,12,1
2023-04-18,26,33.4,29.1,81,13.2,1
2023-04-19,25,34.4,29.7,79,1.2,1
2023-04-20,25.6,34.2,28.9,80,29.5,0
2023-04-21,26.6,33.6,29.2,81,5.8,1
2023-04-22,25,33.8,29.6,76,0,1
2023-04-23,26.6,34,29.8,76,0,1
2023-04-24,27,34.2,29.5,79,3.6,1
2023-04-25,25.8,32.2,28.5,81,9.7,0
2023-04-26,26.4,33.2,28.7,80,0,1
2023-04-27,27,33,29.6,79,1.3,1
2023-04-28,27.4,32.8,29.4,79,0,1
2023-04-29,26,32.6,28.6,83,0,1
2023-04-30,25,33,29.6,76,0,1
2023-05-01,27.2,31,28.8,80,0,0
2023-05-02,27.4,34.4,29,84,0,1
2023-05-03,27.4,33.4,29.8,79,0.5,1
2023-05-04,26.4,34.2,29.4,79,2.5,1
2023-05-05,26,33.4,29.2,80,0,1
2023-05-06,26,33.2,28.8,82,18.1,0
2023-05-07,26.6,33.2,28.5,83,0,1
2023-05-08,26.4,32.8,28.7,78,45.5,1
2023-05-09,26.4,34.2,30.4,75,0,1
2023-05-10,27.2,34,30.3,76,0,1
2023-05-11,28.1,32.8,29.2,80,0,1
2023-05-12,28,34.6,30.8,72,0,1
2023-05-13,27,33.8,29,82,0,1
2023-05-14,26.2,33.2,29.1,75,20,1
2023-05-15,26.2,32.4,28.7,72,0,1
2023-05-16,26.8,33.6,29.7,70,0,0
2023-05-17,27,33.6,29.6,71,0,1
2023-05-18,27.6,32,29.2,73,0,0
2023-05-19,27.2,33.2,29.6,74,0,1
2023-05-20,27.4,33,29.4,76,0,1
2023-05-21,27.4,33.8,29.6,79,0,1
2023-05-22,26.6,33.2,29.1,78,1.8,1
